[2025-08-05T21:29:53.526+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-05T21:29:53.558+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [queued]>
[2025-08-05T21:29:53.574+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [queued]>
[2025-08-05T21:29:53.574+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-05T21:29:53.604+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-05 21:29:52.326448+00:00
[2025-08-05T21:29:53.621+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=524) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-05T21:29:53.624+0000] {standard_task_runner.py:72} INFO - Started process 533 to run task
[2025-08-05T21:29:53.621+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-05T21:29:52.326448+00:00', '--job-id', '717', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp16gi9r8v']
[2025-08-05T21:29:53.626+0000] {standard_task_runner.py:105} INFO - Job 717: Subtask generator_stream_data
[2025-08-05T21:29:53.685+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [running]> on host ef2c5d727bcb
[2025-08-05T21:29:53.771+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-05T21:29:52.326448+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-05T21:29:52.326448+00:00'
[2025-08-05T21:29:53.774+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-05T21:29:53.806+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:29:53.815+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 19092)]>: Broker version identified as 2.6
[2025-08-05T21:29:53.816+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:29:53.927+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:29:53.929+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:29:53.930+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-05T21:29:53.937+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.041+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.149+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.255+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.364+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Griffin', 'song': 'Aurora?', 'album': 'Daybreak', 'genre': 'Pop', 'artist': 'David Gilbert', 'stream_date': '2012-11-07'}
[2025-08-05T21:29:54.596+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Crystal Williams', 'song': 'Luminous', 'album': 'Sanctuary', 'genre': 'Jazz', 'artist': 'Mrs. Amy Moore', 'stream_date': '1993-04-27'}
[2025-08-05T21:29:54.606+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Harper', 'song': 'Solstice', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Gabriel Carney', 'stream_date': '2019-10-12'}
[2025-08-05T21:29:54.608+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Harrell', 'song': 'Nocturne', 'album': 'Sanctuary', 'genre': 'Reggae', 'artist': 'Gregory Phillips', 'stream_date': '2015-12-13'}
[2025-08-05T21:29:54.609+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Andrew Wilson', 'song': 'Drift', 'album': 'Exodus', 'genre': 'Classical', 'artist': 'Andrew Rose', 'stream_date': '2013-02-03'}
[2025-08-05T21:29:54.612+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Nguyen', 'song': 'Quantum', 'album': 'Rebellion', 'genre': 'Jazz', 'artist': 'Catherine Robinson', 'stream_date': '1973-08-27'}
[2025-08-05T21:29:54.614+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Natasha Cunningham', 'song': 'Velocity', 'album': 'Paragon', 'genre': 'Metal', 'artist': 'Erin Mitchell', 'stream_date': '1973-02-02'}
[2025-08-05T21:29:54.615+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Smith', 'song': 'Quantum', 'album': 'Rebellion', 'genre': 'Classical', 'artist': 'Brenda Wright', 'stream_date': '1989-01-01'}
[2025-08-05T21:29:54.617+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dustin Shields', 'song': 'Aurora', 'album': 'Afterglow', 'genre': 'R&B', 'artist': 'Jason Lang', 'stream_date': '1985-02-07'}
[2025-08-05T21:29:54.618+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mark Williams', 'song': 'Nomad', 'album': 'Islands', 'genre': 'Reggae', 'artist': 'Ian Burns', 'stream_date': '1981-12-29'}
[2025-08-05T21:29:54.621+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Robert Rodriguez', 'song': 'Paradox', 'album': 'Sanctuary', 'genre': 'Pop', 'artist': 'Richard Banks', 'stream_date': '1998-07-08'}
[2025-08-05T21:29:54.623+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Justin Johnson', 'song': 'Odyssey', 'album': 'Daybreak', 'genre': 'R&B', 'artist': 'Rachel Zavala', 'stream_date': '1990-05-07'}
[2025-08-05T21:29:54.624+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angelica West', 'song': 'Prism!', 'album': 'Islands', 'genre': 'R&B', 'artist': 'Melissa Moss', 'stream_date': '2019-09-21'}
[2025-08-05T21:29:54.624+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Blake Stuart', 'song': 'Phoenix', 'album': 'Paragon', 'genre': 'Classical', 'artist': 'Cheryl Guerrero', 'stream_date': '2009-04-02'}
[2025-08-05T21:29:54.626+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Johnson', 'song': 'Aurora?', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'Dr. Christopher Mcdaniel', 'stream_date': '1991-11-26'}
[2025-08-05T21:29:54.630+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ann Fleming', 'song': 'Horizon', 'album': 'Static', 'genre': 'Metal', 'artist': 'Dean Cortez', 'stream_date': '2008-06-07'}
[2025-08-05T21:29:54.633+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Bailey Cox', 'song': 'Gravity', 'album': 'Exodus', 'genre': 'Jazz', 'artist': 'Timothy Cunningham', 'stream_date': '2007-09-17'}
[2025-08-05T21:29:54.636+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Cooper', 'song': 'Pulse!', 'album': 'Threshold', 'genre': 'Classical', 'artist': 'Amanda Andrews', 'stream_date': '1986-01-20'}
[2025-08-05T21:29:54.643+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Owens', 'song': 'Quantum', 'album': 'Static', 'genre': 'Pop', 'artist': 'Patricia Rodriguez', 'stream_date': '1981-06-16'}
[2025-08-05T21:29:54.652+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jorge Olsen', 'song': 'Velvet', 'album': 'Threshold', 'genre': 'Metal', 'artist': 'Patrick Evans', 'stream_date': '2024-01-24'}
[2025-08-05T21:29:54.654+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nicole Barber', 'song': 'Solace', 'album': 'Limelight', 'genre': 'Metal', 'artist': 'Jose Davis', 'stream_date': '2004-04-15'}
[2025-08-05T21:29:54.659+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth Bailey', 'song': 'Momentum', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'Tina Gonzales', 'stream_date': '1993-10-28'}
[2025-08-05T21:29:54.661+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jennifer Anderson', 'song': 'Mirage?', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'Brittany West', 'stream_date': '2022-01-09'}
[2025-08-05T21:29:54.667+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Greene', 'song': 'Aurora?', 'album': 'Sanctuary', 'genre': 'Pop', 'artist': 'Jennifer Johnson', 'stream_date': '1984-12-03'}
[2025-08-05T21:29:54.669+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Devin Williamson', 'song': 'Nomad', 'album': 'Limelight', 'genre': 'Electronic', 'artist': 'Tara Foley', 'stream_date': '1978-11-02'}
[2025-08-05T21:29:54.672+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tiffany Schmidt', 'song': 'Fragment', 'album': 'Daybreak', 'genre': 'Electronic', 'artist': 'Katherine Contreras', 'stream_date': '2011-09-20'}
[2025-08-05T21:29:54.676+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Gonzalez', 'song': 'Luminous', 'album': 'Utopia', 'genre': 'Reggae', 'artist': 'Ronald Henderson', 'stream_date': '1972-10-20'}
[2025-08-05T21:29:54.677+0000] {streams_kafka_operator.py:57} INFO - 100 transactions sent has been sent to kafka stream_data!
[2025-08-05T21:29:54.680+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-05T21:29:54.683+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=4 host=kafka-broker-1:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
[2025-08-05T21:29:54.705+0000] {taskinstance.py:341} INFO - ::group::Post task execution logs
[2025-08-05T21:29:54.706+0000] {taskinstance.py:353} INFO - Marking task as SUCCESS. dag_id=stream_generator, task_id=generator_stream_data, run_id=manual__2025-08-05T21:29:52.326448+00:00, execution_date=20250805T212952, start_date=20250805T212953, end_date=20250805T212954
[2025-08-05T21:29:54.800+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-08-05T21:29:54.833+0000] {taskinstance.py:3901} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-08-05T21:29:54.834+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
