[2025-08-09T22:20:27.012+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-09T22:20:27.110+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-09T22:20:23.742178+00:00 [queued]>
[2025-08-09T22:20:27.133+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-09T22:20:23.742178+00:00 [queued]>
[2025-08-09T22:20:27.134+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-09T22:20:27.157+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-09 22:20:23.742178+00:00
[2025-08-09T22:20:27.169+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=2677) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-09T22:20:27.168+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-09T22:20:23.742178+00:00', '--job-id', '859', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmpo1m9z0hg']
[2025-08-09T22:20:27.171+0000] {standard_task_runner.py:72} INFO - Started process 2678 to run task
[2025-08-09T22:20:27.177+0000] {standard_task_runner.py:105} INFO - Job 859: Subtask generator_stream_data
[2025-08-09T22:20:27.271+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-09T22:20:23.742178+00:00 [running]> on host e139a9424c76
[2025-08-09T22:20:28.279+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-09T22:20:23.742178+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-09T22:20:23.742178+00:00'
[2025-08-09T22:20:28.289+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-09T22:20:28.449+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.10', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.10', 19092) IPv4]
[2025-08-09T22:20:28.590+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.10', 19092)]>: Broker version identified as 2.6
[2025-08-09T22:20:28.592+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Connection complete.
[2025-08-09T22:20:28.710+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-09T22:20:28.713+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-09T22:20:28.713+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Closing connection. 
[2025-08-09T22:20:28.821+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tammy Phillips', 'song': 'Radiant', 'album': 'Threshold', 'genre': 'Hip-Hop', 'artist': 'Kimberly Jones', 'stream_date': '2024-11-25'}
[2025-08-09T22:20:29.173+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Gary Simpson', 'song': 'Vapor', 'album': 'Visions', 'genre': 'R&B', 'artist': 'Tammy Velasquez', 'stream_date': '2025-03-10'}
[2025-08-09T22:20:29.175+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alexander Le', 'song': 'Quantum', 'album': 'Rebellion', 'genre': 'Hip-Hop', 'artist': 'Nicole Crane', 'stream_date': '2025-08-06'}
[2025-08-09T22:20:29.177+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Sandra Lynn', 'song': 'Radiance', 'album': 'Islands', 'genre': 'Jazz', 'artist': 'Drew Walker', 'stream_date': '2025-02-28'}
[2025-08-09T22:20:29.178+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Karla Anderson', 'song': 'Reverie', 'album': 'Islands', 'genre': 'Hip-Hop', 'artist': 'Elizabeth Gonzalez', 'stream_date': '2024-09-29'}
[2025-08-09T22:20:29.179+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mary Jenkins', 'song': 'Nocturne', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Fernando Klein', 'stream_date': '2025-02-01'}
[2025-08-09T22:20:29.181+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mr. Anthony Johnson', 'song': 'Vortex', 'album': 'Static', 'genre': 'Reggae', 'artist': 'Lori Smith DVM', 'stream_date': '2025-01-10'}
[2025-08-09T22:20:29.182+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Vernon Mann', 'song': 'Echo?', 'album': 'Afterglow', 'genre': 'Jazz', 'artist': 'Samuel Vazquez', 'stream_date': '2025-04-15'}
[2025-08-09T22:20:29.184+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Rogers', 'song': 'Horizon!', 'album': 'Rebellion', 'genre': 'Jazz', 'artist': 'Kayla Harmon', 'stream_date': '2024-10-11'}
[2025-08-09T22:20:29.186+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'April Booth', 'song': 'Radiant', 'album': 'Static', 'genre': 'Electronic', 'artist': 'Jesse Morgan', 'stream_date': '2025-02-13'}
[2025-08-09T22:20:29.188+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Charles Berry', 'song': 'Vapor', 'album': 'Nightfall', 'genre': 'Country', 'artist': 'David Williams', 'stream_date': '2025-07-25'}
[2025-08-09T22:20:29.189+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Harmon', 'song': 'Echo?', 'album': 'Visions', 'genre': 'R&B', 'artist': 'William Jones', 'stream_date': '2024-12-22'}
[2025-08-09T22:20:29.190+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ronald Marks', 'song': 'Drift', 'album': 'Sanctuary', 'genre': 'Country', 'artist': 'Julie Fleming', 'stream_date': '2025-07-26'}
[2025-08-09T22:20:29.192+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ryan Davis', 'song': 'Constellation', 'album': 'Sanctuary', 'genre': 'Jazz', 'artist': 'Christina Ramos', 'stream_date': '2024-12-13'}
[2025-08-09T22:20:29.193+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'George Schneider', 'song': 'Silhouette', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Loretta Miller', 'stream_date': '2025-02-13'}
[2025-08-09T22:20:29.195+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kevin Ford', 'song': 'Echo?', 'album': 'Limelight', 'genre': 'Classical', 'artist': 'Laura Davis', 'stream_date': '2025-04-11'}
[2025-08-09T22:20:29.197+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Gamble', 'song': 'Spectrum', 'album': 'Visions', 'genre': 'Classical', 'artist': 'Richard Wood', 'stream_date': '2025-05-21'}
[2025-08-09T22:20:29.199+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Beth Allen', 'song': 'Equinox', 'album': 'Exodus', 'genre': 'Metal', 'artist': 'Barbara Hicks', 'stream_date': '2025-04-09'}
[2025-08-09T22:20:29.200+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Laura Huff', 'song': 'Pulse!', 'album': 'Elysium', 'genre': 'Electronic', 'artist': 'Susan Ramos', 'stream_date': '2024-12-29'}
[2025-08-09T22:20:29.201+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Mr. Howard Trevino', 'song': 'Solstice', 'album': 'Exodus', 'genre': 'Electronic', 'artist': 'Billy Evans', 'stream_date': '2025-02-09'}
[2025-08-09T22:20:29.201+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Cody Lewis', 'song': 'Pulse!', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Jennifer Garcia', 'stream_date': '2025-03-27'}
[2025-08-09T22:20:29.202+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Phillip Figueroa', 'song': 'Vapor', 'album': 'Afterglow', 'genre': 'Jazz', 'artist': 'Valerie Johnson', 'stream_date': '2025-01-12'}
[2025-08-09T22:20:29.203+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Daniel Johnson', 'song': 'Quantum', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Cory Hughes', 'stream_date': '2025-03-22'}
[2025-08-09T22:20:29.203+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kenneth Brown', 'song': 'Drift', 'album': 'Daybreak', 'genre': 'Rock', 'artist': 'James Lewis', 'stream_date': '2025-01-30'}
[2025-08-09T22:20:29.204+0000] {streams_kafka_operator.py:57} INFO - 100 transactions sent has been sent to kafka stream_data!
[2025-08-09T22:20:29.205+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-09T22:20:29.205+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.10', 19092)]>: Closing connection. 
[2025-08-09T22:20:29.223+0000] {taskinstance.py:341} INFO - ::group::Post task execution logs
[2025-08-09T22:20:29.224+0000] {taskinstance.py:353} INFO - Marking task as SUCCESS. dag_id=stream_generator, task_id=generator_stream_data, run_id=manual__2025-08-09T22:20:23.742178+00:00, execution_date=20250809T222023, start_date=20250809T222027, end_date=20250809T222029
[2025-08-09T22:20:29.323+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-08-09T22:20:29.372+0000] {taskinstance.py:3901} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-08-09T22:20:29.373+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
